# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
16825.0000 HM300 239817 2 3199.0000 p50 r78 246 N p50->p32->r78
16838.0000 HM328 279316 2 1874.0000 p17 r70 268 N p17->v85->r70
16876.0000 HM120 147424 2 11422.0000 p49 r71 109 N p49->p16->r71
16937.0000 HM361 393547 2 466.0000 p48 r77 292 N p48->v90->r77
16954.0000 HM363 329205 1 373.0000 p53 r73 293 N p53->r73
16958.0000 HM357 394438 3 684.0000 p53 r75 288 N p53->v93->v82->r75
17003.0000 HM348 291301 1 1095.0000 p6 r65 281 N p6->r65
17011.0000 HM370 282773 2 126.0000 p49 r77 297 N p49->p8->r77
17022.0000 HM248 334725 1 5747.0000 p57 r79 204 N p57->r79
17039.0000 HM239 324212 3 6183.0000 p15 r69 196 N p15->p35->p37->r69
17046.0000 HM273 464843 3 4669.0000 p33 r62 222 N p33->p16->p42->r62
17125.0000 HM280 470641 1 4405.0000 p31 r64 226 N p31->r64
17133.0000 HM336 262001 2 1804.0000 p31 r72 269 N p31->v86->r72
17145.0000 HM349 353345 2 1197.0000 p16 r68 280 N p16->r76->r68
17147.0000 HM316 148056 2 2762.0000 p29 r73 253 N p29->v83->r73
17183.0000 HM318 109447 2 2702.0000 p5 r78 254 N p5->v86->r78
17328.0000 HM324 120977 2 2549.0000 p59 r61 257 N p59->r64->r61
17378.0000 HM362 286811 2 854.0000 p37 r62 285 N p37->v91->r62
17383.0000 HM308 367487 3 3383.0000 p26 r61 243 N p26->r68->p54->r61
17631.0000 HM356 202836 2 1405.0000 p50 r62 276 N p50->v83->r62
17673.0000 HM360 169747 2 1247.0000 p12 r72 279 N p12->v90->r72
17703.0000 HM309 170245 2 3649.0000 p1 r76 239 N p1->v83->r76
17707.0000 HM306 174852 2 3812.0000 p31 r76 236 N p31->v83->r76
17806.0000 HM366 178911 2 1094.0000 p55 r66 281 N p55->r78->r66
17970.0000 HM384 342017 2 440.0000 p43 r77 292 N p43->v87->r77
18051.0000 HM277 131007 3 5468.0000 p8 r68 208 N p8->p27->v91->r68
18124.0000 HM368 126051 2 1310.0000 p9 r75 278 N p9->p11->r75
18127.0000 HM353 293552 3 2011.0000 p1 r72 266 N p1->p44->v93->r72
18136.0000 HM352 454172 2 2050.0000 p48 r63 265 N p48->v86->r63
18183.0000 HM365 197069 3 1507.0000 p53 r63 274 N p53->r68->v83->r63
18248.0000 HM341 394497 2 2684.0000 p1 r68 255 N p1->r63->r68
